Genre,Reports,Age,Gpa,Year,Count,Gender,Nationality
Academic Support and Resources,The limited access to technology and software is causing me to feel unprepared for the demands of the modern workforce.,20,3.87,1,1,F,Egypt
Food and Cantines,The canteen closes at 5pm leaving students with evening classes without food.,21,0.96,1,1,F,Jordan
International student experiences,"I received my student ID three weeks after arrival, blocking access to services.",19,3.39,2,1,M,Bangladesh
Academic Support and Resources,The library does not stock enough academic journals in my field of study.,24,3.11,3,1,M,Jordan
Academic Support and Resources,There is no peer tutoring program available for first-year students.,19,3.87,5,1,M,Nigeria
International student experiences,There are no prayer rooms available for religious international students on campus.,27,1.72,5,1,F,Indonesia
Online learning,There is no proper wifi in campus. We should be provided with a working campus wifi. Would appreciate a resolution soon.,17,0.55,2,1,F,Egypt
Student Activities,There are no outdoor adventure trips organized by the university this entire year.,25,1.56,4,1,M,Jordan
Housing and Transportation,"2. ""The public transportation options in this area are terrible. Buses are always late or overcrowded, and there are never enough taxis or ride-sharing services available. It's making it really difficult for me to get to class on time and stay on top of my schedule.""",26,0.15,4,1,M,Yemen
International student experiences,"24. ""It can be tough to balance the demands of academic work with the challenges of adapting to a new culture.""",21,0.8,3,1,F,Mexico
Housing and Transportation,The handrails in the stairwell are a bit sticky. It seems like something was spilled on them recently. A quick cleaning with some disinfectant would make them much more pleasant to use.,28,1.12,3,1,M,Bangladesh
Housing and Transportation,"Mirror in the washroom is cracked. The large mirror above the sinks in the West Wing has a big crack across the middle. It looks like it might shatter if someone bumps into it. For safety reasons, it should be replaced soon.",21,1.31,4,1,F,Jordan
Student Activities,Club funding applications are rejected without any written explanation provided.,22,2.54,1,1,M,Turkey
Financial Support,It's hard to find part-time work that pays enough to cover my expenses while in school.,24,3.16,2,1,M,Egypt
Student Affairs,"I was charged a ""Late Registration Fee"" even though I registered on the very first day. The system time-stamp is clearly wrong.",22,1.57,2,1,M,Malaysia
Student Activities,There is no mentoring structure for new club leaders taking over from outgoing ones.,28,2.42,2,1,M,Nigeria
Online learning,Night Light toggles off after reboot. My screen keeps going bright every time I reboot. I turn on Night Light but it doesn't stay on. My eyes are hurting lol.,24,3.25,3,1,F,Jordan
Financial Support,"I received a financial warning for a late payment even though I had already paid my bill, and it's causing me a lot of frustration and confusion.",27,3.46,3,1,F,Egypt
Health and Well-being Support,The health clinic does not stock even the most basic over-the-counter medications.,21,1.74,1,1,F,Bangladesh
Housing and Transportation,The AC in the bus is so cold that I have to bring a jacket even when it's hot outside. Can the temperature be set to something more reasonable?,27,1.84,5,1,F,Malaysia
Student Activities,Student club rooms are double-booked constantly with no resolution process.,27,2.65,2,1,F,India
International student experiences,"7. ""I've noticed that some international students are hesitant to speak up in class or ask questions because they're afraid of being misunderstood or judged. It would be great if the university provided more opportunities for them to practice their language skills in a safe and supportive environment.""",22,1.3,2,1,F,France
Food and Cantines,The food court near the engineering block has been closed for four months.,17,2.25,4,1,F,Jordan
International student experiences,The university does not offer free local language lessons for non-native speakers.,19,0.8,3,1,M,Bangladesh
Student Activities,Cultural nights are always cancelled due to budget issues at the last minute.,28,2.91,4,1,F,Nigeria
International student experiences,I was never told my visa did not allow me to work more than 20 hours per week.,22,3.89,4,1,M,Turkey
Health and Well-being Support,The health center does not inform academic staff about student medical needs.,28,2.9,4,1,F,Turkey
Academic Support and Resources,The course syllabus was changed halfway through the semester without notice.,24,1.49,2,1,F,Pakistan
Financial Support,There is no interest-free emergency loan available for students in urgent need.,21,1.52,5,1,M,Saudi Arabia
Academic Support and Resources,"The font size used in the 'Computer Networks' slides is very small. Even from the middle of the classroom, it’s hard to read the diagrams and text. It would be helpful if the professor could use a larger font or share the slides before the class.",24,3.96,1,1,M,Pakistan
Financial Support,Late payment penalties are applied even when the delay was caused by the system.,23,2.42,5,1,F,Bangladesh
Internship Opportunities,"I wish there were more opportunities to connect with professionals outside of the university, like networking events or mentorship programs.",26,2.03,4,1,F,Egypt
Health and Well-being Support,I waited three weeks for a counseling appointment during a mental health crisis.,19,2.17,1,1,F,Nigeria
Internship Opportunities,Students with disabilities are not given tailored career support for employment.,22,2.78,2,1,M,Jordan
Online learning,The lack of interaction and engagement in my online classes made it hard to stay motivated and focused on the material.,18,0.26,2,1,F,Mexico
Housing and Transportation,The dormitory has had repeated pest infestations that have not been resolved.,18,3.6,5,1,F,Malaysia
Internship Opportunities,There are no resources for students applying to government or public service careers.,27,1.22,4,1,M,Nigeria
Housing and Transportation,Long-term students are given no priority over first-years in room allocation.,20,0.44,5,1,M,Bangladesh
Health and Well-being Support,The campus health clinic has no doctor available on weekends when I need it most.,20,3.31,5,1,F,Saudi Arabia
Student Activities,There are no outdoor adventure trips organized by the university this year.,26,2.22,2,1,M,Egypt
Housing and Transportation,The university parking is completely full by 8am leaving no space for students.,18,3.9,2,1,F,Nigeria
Student Activities,There are no virtual event options for students who cannot attend events in person.,26,3.87,2,1,F,Egypt
Student Activities,There are no outdoor adventure trips organized by the university this entire year.,18,3.68,3,1,M,Malaysia
International student experiences,The international student support portal is only available in English.,16,0.3,5,1,M,Malaysia
Academic Support and Resources,Forming groups ourselves frequently leads to conflicts. It would be better if the teacher assigned the groups first to avoid any problems. Please look into it.,21,1.37,1,1,F,Saudi Arabia
Athletics and sports,Athletic achievements of students are rarely acknowledged or celebrated publicly.,23,1.9,2,1,F,Pakistan
